stat_description_en,stat_description,id,stat_description_full_en,stat_description_full,substat_description_en,substat_description,param_description_en,param_description
NA,NA,stat_description_full,"** Craft Enterprises **
  * from GENESIS Statistics ""Craft Count"" 53111) *
  craft Enterprises


Explanation for the Following Statistics: 53111 Craft Count

Conceptual Content: Craft Company

a Company is Defined in the Official Statistics as the Smallest Legally Independent Unit that Keeps Books for Commercial or Tax Law Reasons and Must Make an Annual Assessment of the Assets or the Success of Its Economic Activity. the Company Includes all Associated Companies.

Handicraft Companies are Companies that are Entered in the Handicraft Role or in the List of Trades that can be Operated as Approval-Free Handicrafts.

the Chambers of Handicrafts Keep Lists in which Companies and Businesses are Registered that Practice Licensed, Non-Licensed and Craft-Like Trades. the List of Companies and Establishments that are Permitted to Carry Out Trades that Require Approval is Called the Handicraft Role. Whether a Company is Relevant for the Trade Count Depends on Whether and with which Main Trade Branch it is Listed in the Registers of the Trade Chambers.

Only Independent Craft Companies are Included in the Craft Count. Many Skilled Trades are also Carried Out in Internal Departments and Secondary Companies. Such Craft Secondary Businesses and in-House Departments are not Evaluated in the Craft Count.

It can Only be Indirectly Determined from the Characteristics of the Company Register (E.g. from the Criteria Company Size and Economic Branch) Whether a Company's Craft Property is Due to Internal Departments or Subsidiary Companies, which is Why There is Necessarily a Margin of Discretion in the Assessment Remains.

Only Companies (Including Those that are Now Inactive) with Taxable Sales from Deliveries and Services and / or with Employees Subject to Social Security Contributions are Included in the Trade Count in the Reporting Year.","**Handwerksunternehmen**
  *aus GENESIS-Statistik ""Handwerkszählung"" 53111)*
  Handwerksunternehmen


Erläuterung für folgende Statistik(en): 53111 Handwerkszählung

Begriffsinhalt: Handwerksunternehmen

Ein Unternehmen wird in der amtlichen Statistik als kleinste rechtlich selbstständige Einheit definiert, die aus han- dels- bzw. steuerrechtlichen Gründen Bücher führt und eine jährliche Feststellung des Vermögensbestandes bzw. des Er- folgs der wirtschaftlichen Tätigkeit vornehmen muss. Das Unternehmen umfasst alle zugehörigen Betriebe.

Handwerksunternehmen sind Unternehmen, die in die Handwerks- rolle oder in das Verzeichnis der Gewerbe, die als zulas- sungsfreie Handwerke betrieben werden können, eingetragen sind.

Die Handwerkskammern führen Verzeichnisse, in denen Unter- nehmen und Betriebe eingetragen sind, die zulassungspflich- tige, zulassungsfreie und handwerksähnliche Gewerbe aus- üben. Das Verzeichnis der Unternehmen und Betriebe, die zulassungspflichtige Gewerbe ausüben dürfen, wird Hand- werksrolle genannt. Ob ein Unternehmen relevant für die Handwerkszählung ist, hängt davon ab, ob und mit welchem Hauptgewerbezweig es in den Verzeichnissen der Handwerks- kammern geführt wird.

In die Handwerkszählung werden nur selbstständige Handwerks- unternehmen einbezogen. Viele handwerkliche Berufe werden auch in innerbetrieblichen Abteilungen und Nebenbetrieben ausgeübt. Solche handwerklichen Nebenbetriebe und innerbe- trieblichen Abteilungen werden in der Handwerkszählung nicht ausgewertet.

Ob die Handwerkseigenschaft eines Unternehmens aufgrund von innerbetrieblichen Abteilungen oder Nebenbetrieben besteht, kann nur indirekt aus den Merkmalen des Unternehmensregis- ters (z. B. aus den Kriterien Unternehmensgröße und Wirt- schaftszweig) abgeleitet werden, weshalb hier notwendiger- weise ein Ermessensspielraum bei der Einschätzung ver- bleibt.

Bei der Handwerkszählung werden nur Unternehmen (einschl. der inzwischen inaktiven Unternehmen) mit steuerbarem Um- satz aus Lieferungen und Leistungen und/oder mit sozialver- sicherungspflichtig Beschäftigten im Berichtsjahr einbe- zogen.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Energy Consumption (Total) **
  * from GENESIS Statistics ""Annual Increase in Energy Use in Mountain and Process Weight"" 43531) *
  energy Consumption (Total)


Explanation for the Following Statistic (s): 43531 Energy Use of Manufacturing Companies as Well as Mining and Quarrying

Conceptual Content: Energy Consumption

the Conversion of Energy Sources in Tons or Cubic Meters into Megajoules is Based on the Specific Calorific Values (Hi) Determined for Each Company. in the Case of the Natural Gas Energy Source Determined by Means of the Calorific Value (Hs), which is Collected in Kilowatt Hours, the Standard Cubic Meters are Calculated using the Calorific Value (Hi) in Order to Determine the Energy Content of the Natural Gas in Megajoules. for the Other Energy Sources Collected in Kilowatt Hours, the Conversion is Made using the Factor 3.6 (1 kWh = 3.6 MJ).

Insofar as Energy Sources are Used as Fuels to Generate Electricity in Our Own Plants, the Total Energy Consumption Includes Double Counts, which Include both the Energy Content of the Fuels Used and the Electricity Generated. Other Energy Sources Include all Other Petroleum Products, Manufactured Gases, Sewage Sludge, Waste and all Other Energy Sources.

Conceptual Content: Non-Energy Consumption

There is Non-Energy Consumption if Energy Sources are not Used as Fuels, but Rather as Raw Materials for Products / Goods (Eg Chemicals, Plastics).","**Energieverbrauch (insgesamt)**
  *aus GENESIS-Statistik ""Jahreserh.üb.Energieverwend. i.Bergb.u.Verarb.Gew."" 43531)*
  Energieverbrauch (insgesamt)


Erläuterung für folgende Statistik(en): 43531 Energieverwendung der Betriebe des Verarbeitenden Ge- werbes sowie des Bergbaus und der Gewinnung von Stei- nen und Erden

Begriffsinhalt: Energieverbrauch

Die Umrechnung der in Tonnen oder Kubikmetern erhobenen En- ergieträger in Megajoule erfolgt auf der Grundlage der je Betrieb ermittelten spezifischen Heizwerte (Hi). Bei dem mittels Brennwert (Hs) ermittelten Energieträger Erdgas, der in Kilowattstunden erhoben wird, erfolgt die Berechnung der Normkubikmeter mittels Heizwert (Hi), um so den Ener- giegehalt des Erdgases in Megajoule zu ermitteln. Bei den übrigen in Kilowattstunden erhobenen Energieträgern erfolgt die Umrechnung mit dem Faktor 3,6 (1 kWh = 3,6 MJ).

Soweit Energieträger als Brennstoffe zur Stromerzeugung in eigenen Anlagen eingesetzt werden, enthält der Gesamtener- gieverbrauch Doppelzählungen, die sowohl den Energiegehalt der eingesetzten Brennstoffe als auch des erzeugten Stroms umfassen. Sonstige Energieträger beinhalten alle übrigen Mineralölerzeugnisse, hergestellte Gase, Klärschlamm, Ab- fälle und alle übrigen Energieträger.

Begriffsinhalt: Nichtenergetischer Verbrauch

Ein nichtenergetischer Verbrauch liegt vor, wenn Energie- träger nicht als Brennstoffe eingesetzt werden, sondern als Rohstoffe zu Produkten/Gütern (z. B. Chemikalien, Kunst- stoffe) verarbeitet werden.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Power Consumption **
  * from GENESIS Statistics ""Manufacturing - Years to 2008 with WZ93"" 4211a) *
  1.1 Monthly Report for Companies in Mining and Manufacturing Data Proof: 1977 to 1994

1.2 Monthly Report for Companies and Businesses in the Manufacturing Sector as Well as Mining and Quarrying

Proof of Data: From 1995

Connotation:

Overview in which the Monthly Production in the Mining and Manufacturing Sectors is Compared to the Generation of Electricity and the External Procurement of Electricity Tax and Consumption. Advertisements Themselves are Generated from Hydropower or from Coal and Other Power Sources. It is the Gross Electricity Generation Measured at the Generator Terminals, Regardless of Whether the Self-Generated Electricity is Used in the Company or Given to Other Companies the Amount of Electricity that is Obtained from Another Company / Other Company or from a Public Electricity Supply Company, Regardless of Whether the Issuing Body Has Generated the Amount of Electricity Itself or Has Obtained it from Third Parties. ""Electricity Delivery"" Refers to the Amount of Electricity Proven, which the Company Reporting to the Monthly Report in the Mining and Manufacturing Sectors Passes on Directly to Other Local Units or Companies / Public Electricity Supply Companies, Whereby the Electricity can be Generated by the Company Itself or Obtained from Third Parties. ""Electricity Consumption"" is the Total Consumption of Electrical the Electricity Consumption is Calculated as Follows: Electricity Generation + Electricity Procurement - Electricity Supply = Electricity Consumption

Changes over Time:

Since January 1, 1995, the Monthly Report for Companies in Manufacturing and Mining and the Extraction of Stones and Earth Has Been Based on the Application of the Classification of Economic Sectors, Edition 1993 (WZ 93).","**Stromverbrauch**
  *aus GENESIS-Statistik ""Verarbeitendes Gewerbe - Jahre bis 2008 mit WZ93"" 4211A)*
  1.1 Monatsbericht für Unternehmen und Betriebe im Bergbau und im Verarbeitenden GewerbeDatennachweis: 1977 bis 1994

1.2 Monatsbericht für Unternehmen und Betriebe des Verarbeitenden Gewerbes sowie des Bergbaus und der Gewinnung von Steinen und Erden

Datennachweis: ab 1995

Begriffsinhalt:

Übersicht, in der für die Betriebe des Monatsberichts im Bergbau und im Verarbeitenden Gewerbe die Stromeigenerzeugung und der Stromfremdbezug der Stromabgabe und dem Stromverbrauch gegenübergestellt wird.Unter ""Stromeigenerzeugung"" werden die Strommengen nachgewiesen, die von den berichtspflichtigen Betriebendes Monatsberichts im Bergbau und im Verarbeitenden Ge-werbe selbst aus Wasserkraft beziehungsweise aus Kohle und sonstigen Kraftquellen erzeugt werden.Es handelt sich um die an den Generatorenklemmen gemessene Brutto-Stromerzeugung, unabhängig davon, ob der selbsterzeugte Strom im Betrieb verbraucht oder an andere Betriebe abgegeben wird.Beim ""Stromfremdbezug"" handelt es sich um die Strom-mengen, die von einem anderen Betrieb/ anderen Unter-nehmen oder von einem öffentlichen Elektrizitätsver-sorgungsunternehmen bezogen werden, unabhängig davon, ob die stromabgebende Stelle die Strommenge selbst erzeugt oder von Dritten bezogen hat.Unter ""Stromabgabe"" werden die Strommengen nach-gewiesen, die der zum Monatsbericht im Bergbau und im Verarbeitenden Gewerbe meldende Betrieb unmittelbar an andere örtliche Einheiten oder Unternehmen/ öffentlicheElektrizitätsversorgungsunternehmen abgibt, wobei der Strom vom Betrieb selbst erzeugt oder von Dritten bezogen sein kann.""Stromverbrauch"" ist der Gesamtverbrauch an Elektrizi-tät einschließlich Stromeigenverbrauch industrieller Stromerzeugungsanlagen.Der Stromverbrauch errechnet sich wie folgt: Stromeigenerzeugung + Stromfremdbezug - Stromabgabe = Stromverbrauch

Änderungen im Zeitablauf:

Seit dem 1. Januar 1995 liegt der Erhebung des Monats-berichts für Betriebe des Verarbeitenden Gewerbes sowiedes Bergbaus und der Gewinnung von Steinen und Erden die Anwendung der Klassifikation der Wirtschaftszweige,Ausgabe 1993 (WZ 93) zugrunde.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Coal Consumption **
* from GENESIS Statistics ""Manufacturing - Years to 2008 with WZ93"" 4211a) *","**Kohleverbrauch**
*aus GENESIS-Statistik ""Verarbeitendes Gewerbe - Jahre bis 2008 mit WZ93"" 4211A)*",NA,NA,NA,NA
NA,NA,stat_description_full,"** Heating Oil Consumption **
* from GENESIS Statistics ""Manufacturing - Years to 2008 with WZ93"" 4211a) *","**Heizölverbrauch**
*aus GENESIS-Statistik ""Verarbeitendes Gewerbe - Jahre bis 2008 mit WZ93"" 4211A)*",NA,NA,NA,NA
NA,NA,stat_description_full,"** Gas Consumption **
* from GENESIS Statistics ""Manufacturing - Years to 2008 with WZ93"" 4211a) *","**Gasverbrauch**
*aus GENESIS-Statistik ""Verarbeitendes Gewerbe - Jahre bis 2008 mit WZ93"" 4211A)*",NA,NA,NA,NA
NA,NA,stat_description_full,"** Accidents (Total) **
  * from GENESIS Statistics ""Statistics of Road Traffic Accidents"" 46241) *
  accidents (Total)


Explanation for the Following Statistics: 46241 Statistics of Road Traffic Accidents

Conceptual Content: Road Traffic Accidents

as of the 1995 Reporting Year, the Police Recorded Accidents in which People Were Killed or Injured as a Result of Driving on Public Roads and Squares or Property Damage Occurred. Accidents with Property Damage Include Serious Accidents with Property Damage in the Narrower Sense, in which There Was a Criminal Offense or an Administrative Offense (Fine) and at the Same Time at Least One Vehicle Had to be Towed Away from the Accident Site Due to Accident Damage, as Well as Other Property Damage Accidents under the Influence of Intoxicating Agents (at Least One Person Involved in an Accident Was under the Influence of Intoxicating Agents And, if Vehicles Were Involved, They Were all Still Roadworthy).

All Other Property Damage Accidents without the Influence of Intoxicating Agents are not Included.

from January 1, 1995, New Criteria Were Established for the Recording of Accidents with Property Damage in the Sense of the Road Traffic Statistics Act. in Contrast to Previous Reporting Years, the Basis for Recording is No Longer the Amount of the Property Damage that Has Occurred, but Rather the Determination of Whether it is a Criminal Offense / an Administrative Offense and / or at Least One Accident Participant under the Influence of Alcohol / from 1 January 2008 under the Under the Influence of Intoxicating Agents. the Readiness of the Vehicles to Drive is also Included in the Assessment of the Accident. for this Reason, a Comparison with Previous Years is not Possible.","**Unfälle (insgesamt)**
  *aus GENESIS-Statistik ""Statistik der Straßenverkehrsunfälle"" 46241)*
  Unfälle (ingesamt)


Erläuterung für folgende Statistik(en): 46241 Statistik der Straßenverkehrsunfälle

Begriffsinhalt: Straßenverkehrsunfälle

Nachgewiesen werden ab dem Berichtsjahr 1995 die von der Po- lizei erfassten Unfälle, bei denen infolge des Fahrverkehrs auf öffentlichen Wegen und Plätzen Personen getötet oder verletzt wurden bzw. Sachschaden entstanden ist. Zu den Un- fällen mit Sachschaden zählen schwerwiegende Unfälle mit Sachschaden im engeren Sinne, bei denen ein Straftatbestand oder eine Ordnungswidrigkeit (Bußgeld) vorlag und gleichzei- tig mindestens ein Kfz auf Grund eines Unfallschadens von der Unfallstelle abgeschleppt werden musste, sowie sonstige Sachschadensunfälle unter dem Einfluss berauschender Mittel (mindestens ein Unfallbeteiligter stand unter dem Einfluss berauschender Mittel und, falls Kfz beteiligt waren, waren diese alle noch fahrbereit).

Nicht enthalten sind alle übrigen Sachschadensunfälle ohne den Einfluss berauschender Mittel.

Ab dem 1. Januar 1995 wurden für die Erfassung der Unfälle mit Sachschaden im Sinne des Straßenverkehrsunfallstatistik- gesetzes neue Kriterien festgelegt. Im Gegensatz zu früheren Berichtsjahren dient als Erfassungsgrundlage nicht mehr die Höhe des entstandenen Sachschadens, sondern die Feststel- lung, ob es sich um einen Straftatbestand/eine Ordnungswid- rigkeit handelt und/oder mindestens ein Unfallbeteiligter unter Alkoholeinwirkung/ab 1. Januar 2008 unter dem Einfluss berauschender Mittel stand. Ebenfalls in die Beurteilung des Unfalls einbezogen wird die Fahrbereitschaft der Fahrzeuge. Aus diesem Grund ist ein Vergleich zu den Vorjahren nicht möglich.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Accidents with Personal Injury **
  * from GENESIS Statistics ""Statistics of Road Traffic Accidents"" 46241) *
  personal Injury Accidents


Explanation for the Following Statistics: 46241 Statistics of Road Traffic Accidents

Conceptual Content: Accidents with Personal Injury

This Includes Accidents in which People Were Killed or Injured as a Result of Driving on Public Roads and Squares.","**Unfälle mit Personenschaden**
  *aus GENESIS-Statistik ""Statistik der Straßenverkehrsunfälle"" 46241)*
  Unfälle mit Personenschaden


Erläuterung für folgende Statistik(en): 46241 Statistik der Straßenverkehrsunfälle

Begriffsinhalt: Unfälle mit Personenschaden

Hierzu zählen Unfälle, bei denen infolge des Fahrverkehrs auf öffentlichen Wegen und Plätzen Personen getötet oder verletzt wurden.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Serious Accidents with Property Damage i.e. **
  * from GENESIS Statistics ""Statistics of Road Traffic Accidents"" 46241) *
  serious Accidents with Property Damage in the Narrower Sense


Explanation for the Following Statistics: 46241 Statistics of Road Traffic Accidents

Conceptual Content: Serious Accidents with Property Damage

These Include ""Serious Accidents with Property Damage in the Strict Sense"" and ""Other Accidents under the Influence of Intoxicants"". ""Serious Accidents with Property Damage in the Narrower Sense"" are Accidents in which There Was a Criminal Offense or an Administrative Offense (Fine) and at the Same Time at Least One Motor Vehicle Had to be Towed Away from the Accident Site Due to Accident Damage (this also Includes Cases under the Influence of Intoxicating Means ).

""Other Accidents under the Influence of Intoxicating Agents"" are Accidents in which all the Vehicles Involved Were Still Ready to Drive and at the Same Time at Least One Accident Participant Was under the Influence of Intoxicating Agents.

This Does not Include all Other Property Damage Accidents without the Influence of Intoxicating Agents.","**Schwerwiegende Unfälle mit Sachschäden i.e.S.**
  *aus GENESIS-Statistik ""Statistik der Straßenverkehrsunfälle"" 46241)*
  Schwerwiegende Unfälle mit Sachschäden im engeren Sinne


Erläuterung für folgende Statistik(en): 46241 Statistik der Straßenverkehrsunfälle

Begriffsinhalt: Schwerwiegende Unfälle mit Sachschaden

Hierzu zählen ""schwerwiegende Unfälle mit Sachschaden im en- geren Sinne"" und ""sonstige Unfälle unter dem Einfluss berau- schender Mittel"". ""Schwerwiegende Unfälle mit Sachschaden im engeren Sinne"" sind Unfälle, bei denen ein Straftatbestand oder eine Ordnungswidrigkeit (Bußgeld) vorlag und gleichzei- tig mindestens ein Kfz auf Grund eines Unfallschadens von der Unfallstelle abgeschleppt werden musste (hierzu zählen auch Fälle unter dem Einfluss berauschender Mittel).

""Sonstige Unfälle unter dem Einfluss berauschender Mittel"" sind Unfälle, bei denen alle beteiligten Kfz noch fahrbereit waren und gleichzeitig mindestens ein Unfallbeteiligter un- ter dem Einfluss berauschender Mittel stand.

Hierin nicht enthalten sind alle übrigen Sachschadensunfälle ohne den Einfluss berauschender Mittel.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Other Damage to Property under the Influence of Intoxicating Agent **
  * from GENESIS Statistics ""Statistics of Road Traffic Accidents"" 46241) *
  alcohol Accidents without Personal Injury and Serious Property Damage

Accidents in which all the Vehicles Involved Were Still Roadworthy and at Least One Accident Participant Was under the Influence of Alcohol.

This Does not Include all Other Property Damage Accidents without Exposure to Alcohol.","**Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel**
  *aus GENESIS-Statistik ""Statistik der Straßenverkehrsunfälle"" 46241)*
  Alkoholunfälle ohne Personenschaden und schwerwiegende Sachschäden

Unfälle, bei denen alle beteiligten Kfz noch fahrbereit waren und gleichzeitig mindestens ein Unfallbeteiligter unter Alkoholeinwirkung stand.

Hierin nicht enthalten sind alle übrigen Sachschadensunfälle ohne Alkoholeinwirkung.",NA,NA,NA,NA
NA,NA,stat_description_full,"** People Killed **
  * from GENESIS Statistics ""Statistics of Road Traffic Accidents"" 46241) *
  people Killed


Explanation for the Following Statistics: 46241 Statistics of Road Traffic Accidents

Conceptual Content: People Killed

Persons Who Were Killed on the Spot or Died Within 30 Days of the Accident as a Result of the Accident are Considered to be Killed in Road Traffic Accidents.","**Getötete Personen**
  *aus GENESIS-Statistik ""Statistik der Straßenverkehrsunfälle"" 46241)*
  Getötete Personen


Erläuterung für folgende Statistik(en): 46241 Statistik der Straßenverkehrsunfälle

Begriffsinhalt: Getötete Personen

Als getötet bei Straßenverkehrsunfällen gelten Personen, die auf der Stelle getötet wurden oder innerhalb von 30 Tagen nach dem Unfall an den Unfallfolgen starben.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Automobile Inventory **
  * from GENESIS Statistics ""Statistics on the Number of Motor Vehicles and Trailers"" 46251) *
  motor Vehicle Inventory


Explanation for the Following Statistic (s): 46251 Statistic of the Vehicle Stock

Conceptual Content: Vehicle Inventory

Number of Vehicles Registered at the Time of Counting on a Specified Key Date (January 1 of Each Year) with an Official Registration Number (until January 1, 2007, Including Temporarily Deregistered Vehicles) and in the Central Vehicle Register (ZFZR) of the Federal Motor Transport Authority (KBA) are Saved.

Vehicles with an Insurance License Plate are Included, as Well as Vehicles from the Federal Police and the Technical Relief Service (THW). in Contrast, the Bundeswehr Vehicles as Well as Vehicles with Red or Short-Term License Plates and with Export License Plates are not Included.

the Results of the Proven Table Come from the Federal Motor Transport Authority in Flensburg.","**Kraftfahrzeugbestand**
  *aus GENESIS-Statistik ""Statistik des Kraftfahrzeug- und Anhängerbestandes"" 46251)*
  Kraftfahrzeugbestand


Erläuterung für folgende Statistik(en): 46251 Statistik des Kraftfahrzeugbestandes

Begriffsinhalt: Kraftfahrzeugbestand

Zahl der Fahrzeuge, die zum Zeitpunkt der Zählung an einem festgelegten Stichtag (1. Januar eines jeden Jahres) mit einem amtlichen Kennzeichen zum Verkehr zugelassen (bis 1.1.2007 einschließlich der vorübergehend abgemeldeten Fahrzeuge) und im Zentralen Fahrzeugregister (ZFZR) des Kraftfahrt-Bundesamtes (KBA) gespeichert sind.

Mit einbezogen sind Fahrzeuge, die ein Versicherungskenn- zeichen führen, sowie Fahrzeuge der Bundespolizei und des Technischen Hilfswerkes (THW). Dagegen sind nicht einbezogen die Fahrzeuge der Bundeswehr sowie Fahrzeuge mit rotem bzw. Kurzzeitkennzeichen und mit Ausfuhrkennzeichen.

Die Ergebnisse der nachgewiesenen Tabelle stammen vom Kraft- fahrt-Bundesamt in Flensburg.",NA,NA,NA,NA
NA,NA,stat_description_full,"**injured Persons**
  * from GENESIS Statistics ""Statistics of Road Traffic Accidents"" 46241) *
  injured Persons


Explanation for the Following Statistics: 46241 Statistics of Road Traffic Accidents

Conceptual Content: Injured Persons

Persons Who are Admitted Directly to Hospitals for Inpatient Treatment for at Least 24 Hours (= Seriously Injured) or Persons Whose Injuries Did not Require Hospitalization or Who Were Hospitalized for less than 24 Hours (= Slightly Injured) are Considered Injured in Road Traffic Accidents.","**Verletzte Personen**
  *aus GENESIS-Statistik ""Statistik der Straßenverkehrsunfälle"" 46241)*
  Verletzte Personen


Erläuterung für folgende Statistik(en): 46241 Statistik der Straßenverkehrsunfälle

Begriffsinhalt: Verletzte Personen

Als verletzt bei Straßenverkehrsunfällen gelten Personen, die unmittelbar in Krankenanstalten für mindestens 24 Stunden zur stationären Behandlung eingeliefert werden (= Schwerverletzte) oder Personen, deren Verletzungen keinen bzw. einen Krankenhausaufenthalt von weniger als 24 Stunden erforderten (= Leichtverletzte).",NA,NA,NA,NA
NA,NA,stat_description_full,"** Livestock **
  * from GENESIS Statistics ""Agricultural Structure Survey / Agriculture Census"" 41141) *
  livestock


Explanation for the Following Statistics: 41141 Agriculture Census

Conceptual Content: Livestock Units (GV)

the Livestock Unit is a Standard Unit of Measure that Allows the Different Types of Livestock to be Summarized for Comparison Purposes. the Livestock Units are Determined using the Appropriate Conversion Keys for the Various Types of Livestock.","**Viehbestand**
  *aus GENESIS-Statistik ""Agrarstrukturerhebung / Landwirtschaftszählung"" 41141)*
  Viehbestand


Erläuterung für folgende Statistik(en): 41141 Landwirtschaftszählung

Begriffsinhalt: Großvieheinheiten (GV)

Die Großvieheinheit ist eine Standardmaßeinheit, die die Zu- sammenfassung der verschiedenen Arten von Viehbeständen zu Vergleichszwecken erlaubt. Die Großvieheinheiten werden mit Hilfe entsprechender Umrechnungsschlüssel für die verschie- denen Nutzvieharten bestimmt.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Gross Wages and Salaries **
  * from GENESIS Statistics ""Manufacturing - Years to 2008 with WZ93"" 4211a) *
  gross Wages and Salaries

Explanation for the Following Statistics: 42111 Monthly Report for Companies in the Fields of Manufacturing, Mining and Quarrying of Stones and Earth

Conceptual Content: The Gross Wages and Salaries are the Sum of the Gross Wages and Salaries, without the Employer's Compulsory Social Security Contributions. Wage and Salary Supplements Including Bonuses are Included.","**Bruttolohn- und -gehaltssumme**
  *aus GENESIS-Statistik ""Verarbeitendes Gewerbe - Jahre bis 2008 mit WZ93"" 4211A)*
  Bruttolohn- und -gehaltssumme

Erläuterung für folgende Statistik(en): 42111 Monatsbericht für Betriebe im Bereich Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen und Erden

Begriffsinhalt: Die Bruttolohn- und -gehaltssumme ist die Summe der Bruttolöhne bzw. -gehälter, ohne Pflichtanteile des Arbeitgebers zur Sozialversicherung. Einbezogen sind Lohn- bzw. Gehaltszuschläge einschließlich Gratifikationen.",NA,NA,NA,NA
NA,NA,stat_description_full,"** ** Voters
  * from GENESIS Statistics ""General Bundestag Election Statistics"" 14111) *
  voters


Explanation for the Following Statistics: 14111 General Federal Election Statistics

Conceptual Content: Voters

All Germans on Election Day are Entitled to Vote

a) Have Reached the Age of 18,

b) Have Had an Apartment in the Federal Republic of Germany for at Least Three Months or are Otherwise Habitually Resident,

c) are not Excluded from the Right to Vote,

d) Live in Areas Outside the Electoral Area If, in Addition to the Requirements under a) and c), Certain Other Requirements are Met.

in Detail, the Right to Vote Results from § 12 BWG.


Explanation for the Following Statistics: 14211 General European Election Statistics

Conceptual Content: Voters

All Germans and all Union Citizens with an Apartment or Habitual Residence in the Federal Republic of Germany are Entitled to Vote on the Day of the Election

a) Have Reached the Age of 18,

(b) Have Been Residing or Have Been Habitually Resident in the Federal Republic of Germany or in the Territories of the Other Member States of the European Community for at Least Three Months, and

c) are not Excluded from the Right to Vote.

in Addition, the Germans Who are Entitled to Vote in Accordance with Section 12 (2) of the Federal Election Act on the German Bundestag are also Entitled to Vote.

in Detail, the Right to Vote Results from § 6 EuWG.","**Wahlberechtigte**
  *aus GENESIS-Statistik ""Allgemeine Bundestagswahlstatistik"" 14111)*
  Wahlberechtigte


Erläuterung für folgende Statistik(en): 14111 Allgemeine Bundestagswahlstatistik

Begriffsinhalt: Wahlberechtigte

Wahlberechtigt sind alle Deutschen, die am Wahltag

a) das 18. Lebensjahr vollendet haben,

b) seit mindestens drei Monaten in der Bundesrepublik Deutschland eine Wohnung innehaben oder sich sonst ge- wöhnlich aufhalten,

c) nicht vom Wahlrecht ausgeschlossen sind,

d) in Gebieten außerhalb des Wahlgebietes leben, wenn bei ihnen neben den Voraussetzungen unter a) und c) noch be- stimmte weitere Voraussetzungen erfüllt sind.

Im Einzelnen ergibt sich die Wahlberechtigung aus dem § 12 BWG.


Erläuterung für folgende Statistik(en): 14211 Allgemeine Europawahlstatistik

Begriffsinhalt: Wahlberechtigte

Wahlberechtigt sind alle Deutschen sowie alle Unionsbürger mit einer Wohnung oder mit gewöhnlichem Aufenthalt in der Bundesrepublik Deutschland, die am Wahltag

a) das 18. Lebensjahr vollendet haben,

b) seit mindestens drei Monaten in der Bundesrepublik Deutschland oder in den Gebieten der übrigen Mitglied- staaten der Europäischen Gemeinschaft eine Wohnung inne- haben oder sich gewöhnlich aufhalten und

c) nicht vom Wahlrecht ausgeschlossen sind.

Außerdem sind auch die nach § 12 Abs. 2 des Bundeswahlge- setzes zum Deutschen Bundestag wahlberechtigten Deutschen wahlberechtigt.

Im Einzelnen ergibt sich die Wahlberechtigung aus dem § 6 EuWG.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Valid Votes **
* from GENESIS Statistics ""General European Election Statistics"" 14211) *","**Gültige Stimmen**
*aus GENESIS-Statistik ""Allgemeine Europawahlstatistik"" 14211)*",NA,NA,NA,NA
NA,NA,stat_description_full,"** Valid Second Votes **
  * from GENESIS Statistics ""General Bundestag Election Statistics"" 14111) *
  valid Second Votes

Explanation for the Following Statistics: 14111 General Federal Election Statistics

Conceptual Content: The Result of the Second Votes is Decisive for the Distribution of Seats. When Allocating the Seats of the Parties, Only Those are Taken into Account that Have Received at Least 5% of the Second Votes in the Electoral Area (Federal Republic of Germany) or in at Least Three Constituencies (Blocking Clause).

the First Votes Serve the Direct Election of an Applicant in the Constituency (Majority Vote). the Direct Mandates Acquired by a Party are Counted Towards the List Mandates. if a Party Wins more Direct Mandates than it is Entitled to after the Second Vote Share, it Retains These Mandates (Overhang Mandates).","**Gültige Zweitstimmen**
  *aus GENESIS-Statistik ""Allgemeine Bundestagswahlstatistik"" 14111)*
  Gültige Zweitstimmen

Erläuterung für folgende Statistik(en): 14111 Allgemeine Bundestagswahlstatistik

Begriffsinhalt: Das Ergebnis der Zweitstimmen ist für die Sitzverteilung maßgebend. Bei der Sitzverteilung der Parteien werden nur solche berücksichtigt, die mindestens 5% der Zweitstimmen im Wahlgebiet (Bundesrepublik Deutschland) oder in mindestens drei Wahlkreisen einen Sitz erhalten haben (Sperrklausel).

Die Erststimmen dienen der Direktwahl eines Bewerbers im Wahlkreis (Mehrheitswahl). Die von einer Partei erworbenen Direktmandate werden auf die Listenmandate angerechnet. Gewinnt eine Partei mehr Direktmandate als ihr nach dem Zweitstimmenanteil zustehen, so behält sie diese Mandate (Überhangmandate).",NA,NA,NA,NA
NA,NA,stat_description_full,"**voter Turnout**
* from GENESIS Statistics ""General Bundestag Election Statistics"" 14111) *","**Wahlbeteiligung**
*aus GENESIS-Statistik ""Allgemeine Bundestagswahlstatistik"" 14111)*",NA,NA,NA,NA
